"replicate","median_correlation"
356,-0.0630921789788564
357,0.0722529668922815
358,-0.0206454007285346
359,-0.0978980012996614
360,0.0507182080477327
361,0.133729767888557
362,-0.113299018712832
363,0.144020819687834
364,-0.0369811846698067
365,1.53409126709813e-05
366,0.000940023479940953
367,0.0556518798103795
368,0.210071562540304
369,0.180179931840329
370,0.0945528842249739
371,-0.0250986376995642
372,0.243060302008406
373,0.255546540762434
374,0.173005266347268
375,0.0919787627746058
376,0.0130609811565306
377,-0.0237466392230429
378,0.125802840703613
379,0.16155535237629
380,0.209117759147973
381,0.0595894359063119
382,0.109471377215605
383,0.360063814589872
384,-0.0405124439965505
385,0.244365286209803
386,0.238109997626419
387,-0.0853763414765985
388,0.285101757256077
389,-0.0286048793208534
390,0.0137001101990273
391,-0.0387594716568476
392,0.0910480485601649
393,0.0657086386866635
394,0.0823070474020621
395,0.031326764764638
396,-0.0758882257651868
397,0.0732257595424121
398,0.160720329749537
399,0.21967679201234
400,0.0706321590573023
401,0.138623374454914
402,0.16407683227346
403,0.0683445880011908
404,-0.0202523474094959
405,0.186356714165691
406,0.063440526125199
407,0.28350291420479
408,0.140823278486179
409,-0.198525751834516
410,0.0834001298869929
411,0.0644804635450952
412,0.165052289645098
413,0.196004342629334
414,0.0262282666890886
415,0.0466549060116381
416,0.0537723140725636
417,-0.0387882836386473
418,-0.107383142705851
419,0.26219271199625
420,0.0593226389868218
421,-0.0392934413380592
422,0.00516931671548627
423,0.0945997355580495
424,0.0638433623005746
425,0.0533074760722653
426,0.143476626935221
427,0.137470613839571
428,0.129781751108866
429,0.0642330097850892
430,0.133194950347693
431,0.175113565302595
432,-0.0626532008004803
433,0.0836483053608785
434,0.0327601983465655
435,-0.0718217629940129
436,-0.121759371080557
437,0.0315399805286686
438,0.0396550511273792
439,0.10595194289753
440,0.030769765478375
441,0.0739435404899641
442,-0.0120214540400343
443,-0.121850160116402
444,0.15635103174375
445,0.153108733463448
446,0.297694273502675
447,-0.084042734667655
448,-0.0922255503503527
449,0.0481561198153743
450,-0.020654776070231
451,0.16843585803854
452,-0.00292084592454448
453,0.120744305333657
454,0.138838730768863
455,0.0545326183326895
456,0.0335179097074617
457,-0.00403482599661424
458,0.0286077813723782
459,-0.0214533190204151
460,0.054763998664457
461,0.272250764119346
462,-0.0285360377667906
463,0.0722099442945245
464,0.177144686483609
465,0.04026255081569
466,0.356713147260871
467,0.0956307759163001
468,0.0876370597681414
469,-0.145336807362674
470,0.0940229696625206
471,0.0363602336268269
472,0.0540920507369854
473,0.094724646236234
474,0.204004471018386
475,0.0783762683401114
476,0.218954343220316
477,-0.139333385908041
478,0.127082727536851
479,-0.0936679286928229
480,0.0801066941479335
481,-0.00946389926910869
482,0.0324524089206076
483,0.173693461731075
484,-0.165656931347745
485,0.209424350674338
486,0.0700172099358568
487,-0.0173660385364521
488,0.0757110239430279
489,0.00102762782596286
490,-0.0351254988020308
491,0.161146774376592
492,0.292594379867014
493,0.00385985287007276
494,0.205545123248205
495,0.048988672803965
496,-0.0720143718737944
497,-0.0422071557833205
498,0.00118835109359649
499,0.175827329515256
500,0.0864964464037989
501,0.0890210254551709
502,0.02058119611836
503,0.249194284722622
504,-0.161222698142416
505,0.0522272169631667
506,0.03192892227315
507,0.138477571832912
508,0.0196086114662453
509,0.0973193290160025
510,0.103834701649139
511,-0.0740289774419576
512,0.322357744202326
513,0.150906897359017
514,0.227006365821065
515,-0.0776913554217165
516,-0.0158250055042621
517,-0.0681614157740351
518,0.100578042855423
519,0.310980367379452
520,-0.0139424792793134
521,-0.0977803241138399
522,0.0699630828218606
523,-0.163706156017547
524,0.0364463581066034
525,0.0570939405233256
526,0.252245970670958
527,0.10256244010756
528,0.0507560746607053
529,0.260350289050953
530,0.00757167033654424
531,0.125149686143557
532,0.0878835121408881
533,0.14729336554956
534,0.137187827558494
535,0.131765095138603
536,0.26661829077488
537,-0.00703614652354466
538,0.0956094261295958
539,-0.0239941943538036
540,0.0577091222350415
541,-0.153154230506751
542,-0.147674314298201
543,-0.0808783103042869
544,0.110290868502191
545,0.158543734065419
546,0.101679864519328
547,0.192788153190317
548,0.204326505509191
549,-0.183541637532959
550,0.151416641487507
551,0.0835770704895561
552,0.17392937694194
553,0.103408823357056
554,-0.0762773390869798
555,0.122755035095314
556,0.224743072495985
557,0.148732067886117
558,0.12220361376398
559,-0.300982254348104
560,0.0419578127866045
561,0.323969165686588
562,0.115245381369509
563,0.331200413760062
564,0.0105831657533607
565,-0.0984094759828394
566,-0.0531943914420636
567,0.155913208436802
568,0.166041672878986
569,0.0783698034690902
570,0.293678553099429
571,-0.120017980639703
572,-0.112291944296169
573,0.114562356966227
574,0.0295724021278199
575,0.198984650988008
576,0.303867600137163
577,-0.130098986725541
578,0.0701551579745065
579,0.028204579617417
580,-0.0337129461528535
581,0.104232354112937
582,0.0748427938376331
583,0.14857676976383
584,0.126066101373837
585,0.324871855763164
586,-0.0927215624915473
587,0.231425701021443
588,-0.156313070999572
589,0.0778558932373146
590,0.0621705128181101
591,0.129252115309262
592,0.178923353828081
593,0.174713448923373
594,0.127996171312544
595,-0.0347368239729279
596,0.0232981130014026
597,0.204131047184725
598,-0.00944829224556666
599,0.0866357659461147
600,0.103138787549473
601,0.0937956029433612
602,0.0158026468470995
603,0.0332569715779258
604,0.0397161963782314
605,0.0228372782939
606,0.118173398443709
607,0.144926960444375
608,-0.0221652148531789
609,0.176883753537837
610,0.206580339859728
611,0.20955360134785
612,0.209343676731959
613,0.187861175244831
614,0.0497372827126291
615,0.0760486278259686
616,0.0577911184764899
617,-0.0411831196466218
618,-0.0260039425402862
619,0.14940150967371
620,0.249704454177923
621,0.062391094474408
622,0.109442932150022
623,0.139747432945832
624,0.269791864336412
625,0.255068483890485
626,0.160669066220408
627,0.0836171401594754
628,-0.047525214650766
629,-0.043915839006673
630,0.150689142732241
631,0.198515559465367
632,0.0844464705986799
633,0.158632539960821
634,0.171952130748088
635,0.144018644497182
636,0.00620228615390002
637,-0.0122349029598833
638,0.0324707944490071
639,0.234160097408307
640,0.25860125327028
641,0.168755921806408
642,0.204585932908064
643,0.151520442673424
644,0.164912535623027
645,0.0957057771358432
646,0.0836318340952169
647,0.0856280531048336
648,-0.0228004221562455
649,-0.00774861614345464
650,0.11340755723211
651,0.115215047649049
652,0.147839135903666
653,-0.0920501415365742
654,0.0302935758662792
655,0.0444032372612213
656,-0.111049867267414
657,-0.0131100552559194
658,0.0757177043485225
659,0.0286896098355366
660,0.067691579435747
661,0.0895883294166858
662,0.132786203363897
663,0.045849563192271
664,0.147754248866303
665,0.119664388611595
666,0.0988071812635253
667,-0.0316138522427393
668,-0.0504695601165209
669,-0.114990118775366
670,0.0898669781169656
671,0.0769242663353917
672,0.116953699070003
673,-0.0652364421476125
674,-0.030406980011259
675,0.202806959992183
676,0.0620629701624433
677,0.0142843151436357
678,0.0503169190539316
679,0.0163553501257964
680,-0.0508110910430274
681,0.146740954651707
682,0.0362034882778842
683,-0.0751670344218954
684,0.0896037794254026
685,-0.000395083774112688
686,-0.109435192311024
687,0.0693541069923228
688,0.10085129724315
689,0.208814703761019
690,0.0312531503216812
691,0.0363940397754904
692,0.124267438322066
693,0.000737884298285474
694,0.110517864644377
695,0.0777602216758639
696,-0.0625459893987582
697,0.0770541051829441
698,0.183864509918452
699,-0.0861236265032581
700,0.224441457035982
701,0.0111663098858204
702,-0.065860966587812
703,0.0468081325281729
704,-0.160043769839408
705,0.0225254982403516
706,0.00938951228740792
707,0.0609886518689369
708,0.0838215673961145
709,-0.0870763166228907
710,-0.0239825528054801
711,0.00013796591704046
712,0.0160626480053442
713,0.102975089349402
714,0.199133894576384
715,-0.108793670821315
716,0.084205572104729
717,0.0518671659284073
718,0.0742582637551704
719,0.254073168081106
720,0.0537547491435409
721,0.0434946623383534
722,0.0504782159464863
723,0.0290937387851488
724,0.0793466538150421
725,0.0630928134507261
726,0.0923055295826436
727,0.0828759805677098
728,0.0986852205915633
729,0.086567942901047
730,0.074551046357334
731,0.122951706740257
732,0.233872849958358
733,0.100178176942451
734,-0.0732083504930779
735,0.0488198866473277
736,0.142115699319846
737,0.0877600142704446
738,-0.0742667570092375
739,0.00390241656148742
740,-0.0234623983293968
741,0.14252859937854
742,0.038622837378696
743,0.00747013384956123
744,-0.0428153511761901
745,-0.0741709307907146
746,0.116493374963742
747,0.128529138181355
748,0.20227480474687
749,-0.0450036112273882
750,0.00121387305243927
751,0.0202305792778839
752,-0.0177536414138881
753,0.0583496568441718
754,0.00938028374127762
755,0.263225192764194
756,0.0517893157758595
757,0.184010070987957
758,0.0221579479118151
759,0.0777741804817521
760,0.0589104077369398
761,0.157106944183241
762,0.117218288408771
763,-0.0889274142037986
764,0.107463632225256
765,0.164926231098243
766,-0.0995589938542462
767,0.206053010293044
768,0.0517140971077426
769,0.237288345958675
770,0.0409350108137614
771,0.114932408753754
772,0.00118107863629729
773,0.175655603011651
774,0.115188885224753
775,0.0469011609696135
776,0.149840174782212
777,0.0519527424471269
778,0.167067960680273
779,0.0341791454987348
780,0.0807417582384069
781,-0.0516724462716974
782,-0.057195388170091
783,0.0679573743900266
784,0.119772720201704
785,0.224019433169803
786,0.109769757323568
787,0.137812053411816
788,-0.102457518157216
789,0.212878743579501
790,0.172605776619391
791,-0.189548102704411
792,0.183320607840391
793,0.0685826006823467
794,-0.0655620411213967
795,0.0652831861714756
796,0.163467623281922
797,0.0368330449034077
798,0.20831382521313
799,0.0641625914705498
800,0.0704407172041025
801,0.20085171063857
802,-0.10066744086475
803,0.260895541044215
804,0.0989874783253343
805,-0.0967720738529796
806,-0.00378293997810664
807,0.197176999525967
808,-0.0374057457606265
809,0.118624647313416
810,-0.177537995561291
811,-0.0218652923607479
812,-0.0434983425059018
813,0.0417064941372761
814,0.0716928961093926
815,0.082920194839834
816,0.0835490103986756
817,0.0089528444033897
818,0.225038415878441
819,0.100598839569115
820,0.0564898588547958
821,0.202380612098018
822,0.025299287261739
823,0.142812354346273
824,-0.0318550845430329
825,0.117680009089167
826,0.0430299451372483
827,0.178056316129943
828,0.120876373533024
829,-0.0464482645549192
830,0.14759788849587
831,0.109723320703294
832,0.171368985582592
833,0.105735513631826
834,0.0071729581984665
835,0.237923045210412
836,-0.0980969534396275
837,0.013096958080743
838,0.190265995000238
839,0.150243619137455
840,0.0714351305627188
841,0.305621329502136
842,0.141887527549136
843,0.167390632381999
844,0.153982876366755
845,-0.0997084226866165
846,0.0991249645933157
847,-0.0882389765630678
848,0.239971086426015
849,0.00266940832446425
850,-0.127509523866547
851,0.00819751635215305
852,-0.0880166161516593
853,0.198625244603029
854,0.113433925315337
855,0.00223728196665545
856,0.095425894778535
857,-0.0261798669275737
858,0.0434597638657463
859,0.0683448529672391
860,0.0771248429678001
861,0.080400718220126
862,0.170946171703273
863,0.152002693322961
864,0.0889636113469464
865,0.100554905037953
866,0.0886843951969949
867,-0.0208670625417448
868,-6.85753579422188e-05
869,0.160480675472411
870,0.170534302142396
871,0.0454775333948002
872,0.0664444006673411
873,-0.00457406827895637
874,-0.0374440807959268
875,0.0805895857030954
876,0.0849869585127789
877,0.0065184372068802
878,0.267570876170828
879,-0.0534222228795403
880,0.135427576848434
881,0.275403400730402
882,0.105306921256325
883,0.0138854827618391
884,0.116970976346767
885,0.0653997823825039
886,0.150390315328949
887,-5.99120467682929e-05
888,0.125732768934309
889,0.044430491307188
890,-0.00781236995631219
891,0.0867111521911287
892,-0.0545851978397592
893,0.173505816700922
894,0.131210778557469
895,0.0560015104516241
896,0.108660081133854
897,0.17211876073638
898,0.0591672148967941
899,0.181696788577189
900,0.23122520313337
901,0.20706174802792
902,0.108131253642263
903,0.177932637463004
904,0.0838959495980611
905,0.251522399233997
906,0.0957783458518535
907,0.126294427065031
908,0.0441635429055772
909,-0.103480223758264
910,-0.106256679348629
911,0.229232135027536
912,0.0849193753928326
913,0.165978988619723
914,0.0925986775236211
915,0.247135345702185
916,0.120070928618152
917,-0.0164487743295948
918,0.0974945156459882
919,0.174242036153252
920,0.0429426954498303
921,0.193419904298759
922,0.0808864416444996
923,0.0476409388980551
924,0.0963358223521586
925,0.122997631230881
926,0.0312165416206522
927,0.142119118684516
928,0.358463185027218
929,0.347203713096754
930,0.117395181426719
931,-0.0109796743409054
932,0.116872054908996
933,0.00996485716314443
934,-0.0319688793099633
935,0.127834734255895
936,0.118655427416802
937,-0.0559450928328766
938,0.0763327782815142
939,0.0484734241732048
940,-0.114280367294149
941,-0.11321279300995
942,-0.01431015269019
943,-0.0384088403906891
944,0.215218794330881
945,0.0691711319794025
946,0.0374256750133303
947,0.113368031940219
948,0.0649607819528902
949,0.000181504308767427
950,0.0918101527986273
951,0.242118625667045
952,0.264218679347082
953,-0.0851066937063379
954,0.240704286834632
955,0.00278327751502103
956,0.115352822266136
957,0.0337590433821213
958,-0.0389194417586441
959,0.110423349612715
960,-0.0457098637736199
961,0.0763819611713501
962,0.0499913275391423
963,0.126880457397197
964,-0.0705193884593267
965,0.122212547437718
966,-0.0411974646417947
967,-0.0200365775806937
968,0.0519777751926433
969,0.15703878277515
970,0.193236510949094
971,0.0853999797908851
972,0.0828948672129441
973,0.158129748562215
974,0.228865083500443
975,0.111620016085151
976,0.0933971496522299
977,0.16908787896405
978,0.0722287013834381
979,0.123383412444639
980,-0.0395426310085996
981,0.0407800043464185
982,0.165217976445694
983,0.0604162524849585
984,-0.0261989586444044
985,-0.0165525258751649
986,0.111962875049552
987,0.1677507202776
988,0.198074750639545
989,0.0259956855100144
990,0.24022546864456
991,0.174018381199878
992,0.0337174609440244
993,0.159056776182356
994,-0.0251886980145056
995,-0.0728007697411984
996,0.126028635646525
997,0.0524092339308164
998,-0.0709320914390526
999,0.0768391322392059
1000,0.235712589002827
1001,0.15775709724851
1002,0.143371268906106
1003,0.147469359588908
1004,-0.204519293221789
1005,0.0169203261653977
1006,-0.0410018440768309
1007,0.123675926918918
1008,0.178339841923758
1009,0.0627462637441791
1010,-0.00484990501172455
1011,0.0813724805770013
1012,0.045011500740208
1013,0.033126530813967
1014,-0.00198952388954337
1015,0.021747101340377
1016,0.0633723446726906
1017,0.176946421121636
1018,-0.142820063065344
1019,0.171375524353905
1020,-0.0994070684194867
1021,0.207437956856143
1022,-0.0291156832078974
1023,0.0966116225161649
1024,0.083574960889317
1025,-0.0890187203266698
1026,0.00197882935019397
1027,0.0876134391897812
1028,0.0317792129608081
1029,0.143198192622144
1030,0.123867623313858
1031,0.0793187439213323
1032,-0.00452015675747452
1033,0.167247776258394
1034,0.172892534368526
1035,0.165835145229596
1036,0.139449344289676
1037,0.0467554448757109
1038,-0.0873538391705267
1039,0.0652225786749508
1040,0.114162191437059
1041,-0.0859029072256906
1042,0.155531421095485
1043,0.0226357910814374
1044,0.268887987175054
1045,0.00524747952461992
1046,-0.12229036533769
1047,-0.0206544653322286
1048,-0.0516693080922426
1049,0.0804583493528943
1050,0.173845198438092
1051,-0.0137970040534092
1052,-0.0803726984578509
1053,0.0614636036295362
1054,0.0941226641252632
1055,0.160030826206446
1056,0.0763859252923262
1057,0.00671617899054702
1058,0.335930989560174
1059,0.0405704890465226
1060,0.219733571708303
1061,0.147599181791148
1062,0.133576775589215
1063,-0.028608707376566
1064,0.188485683527952
1065,0.243453712303363
1066,0.203387322061005
1067,-0.00210343451549663
1068,0.309619383284706
1069,0.231107030472927
1070,0.328698739877449
1071,-0.052633337863675
1072,0.189593117223743
1073,0.170058152314543
1074,0.22611470454036
1075,0.0289491953040664
1076,0.239379520793877
1077,-0.00375823547361786
1078,0.0533009888251616
1079,-0.0180864338586945
1080,-0.0463019892677859
1081,0.37421502960275
1082,0.0508003816119037
1083,0.085629749995827
1084,-0.115971793813285
1085,0.341697176926326
1086,0.085293354081049
1087,-0.0820742081057694
1088,0.13020908150797
1089,0.0178561101052227
1090,-0.082441404182423
1091,0.0793581464125907
1092,0.329331890059216
1093,0.0274517185122817
1094,0.0338447849364559
1095,-0.0220758232552975
1096,0.10443431639561
1097,-0.0371562624498877
1098,0.14006089227488
1099,0.0945569115538734
1100,-0.0428206156461266
1101,0.272560658093924
1102,0.018709142163094
1103,0.110853194125978
1104,0.0923729743290664
1105,0.0507035237587801
1106,-0.0642711521884951
1107,-0.0569175614545902
1108,0.13242224533439
1109,0.305139853748603
1110,0.0154963052909681
1111,-0.0406364068502012
1112,0.0848187011628272
1113,-0.0497439759435858
1114,0.0595102104264707
1115,0.122805978922593
1116,0.254376107151644
1117,0.133524594789294
1118,0.16068383217373
1119,0.162009440577188
1120,0.191694636998484
1121,0.0603536439846961
1122,0.0937636797535518
1123,0.166068533757062
1124,0.0705415424632114
1125,0.280409812327363
1126,-0.0218419624707541
1127,0.140482669440092
1128,0.0946301240193291
1129,0.127478780962216
1130,0.127153211926695
1131,0.0217953094311801
1132,0.139934931838604
1133,0.191433382300963
1134,0.174054778462624
1135,0.223481088819832
1136,0.0002830316165833
1137,-0.025829606202412
1138,0.113982581302284
1139,0.0218004802987212
1140,0.0356596899876071
1141,0.03562853046153
1142,-0.0132730359473834
1143,0.106878994139846
1144,0.140039082528181
1145,0.0599075815101148
1146,0.0301677052002356
1147,-0.0115560421756974
1148,-0.102182268163196
1149,-0.0778962144613508
1150,0.174172892921375
1151,-0.0515734086521669
1152,-0.0238958863953955
1153,-0.0428122700158663
1154,0.230261007177191
1155,0.0171694758046538
1156,0.139113872949725
1157,-0.0205384651917638
1158,0.19788722478208
1159,0.0913301544691285
1160,0.14910018806496
1161,0.215302705517093
1162,-0.00724192405405611
1163,0.114990368637768
1164,0.00156672560542362
1165,0.33081302336403
1166,-0.0489367031944274
1167,0.0095712323054572
1168,0.00843542181537875
1169,-0.0721362075220415
1170,0.0831110711175486
1171,0.091955320760595
1172,0.0820818646029612
1173,0.0443996469760202
1174,-0.055568237432709
1175,0.0963043435855417
1176,0.0935256468238648
1177,-0.0594173368355394
1178,-0.0966081490026438
1179,0.13583629956891
1180,0.340951340116146
1181,-0.0707803024769626
1182,0.0254605381004653
1183,0.0655254603754313
1184,0.160995868089363
1185,-0.0256553687485593
1186,0.0323774200305279
1187,0.077636632696268
1188,0.0309220241230337
1189,0.0513649419161793
1190,0.0786543854148378
1191,-0.0618159898141761
1192,0.13656199095947
1193,0.0228667780371448
1194,0.176699071556524
1195,0.205511275724125
1196,0.0623162949246883
1197,-0.0308336580671685
1198,0.251324611782143
1199,-0.0590644371096062
1200,0.158845707699747
1201,0.241258669812424
1202,0.0919917751379311
1203,0.152856179250031
1204,0.0431659915290635
1205,-0.0433093373910333
1206,-0.0296086676509761
1207,0.196914301870863
1208,0.161215266627705
1209,0.016159888087284
1210,0.0651047410554822
1211,0.00565721337331826
1212,-0.0336070943688487
1213,-0.0471451270825018
1214,0.0330910636097469
1215,0.0640738610547839
1216,0.126776242046544
1217,0.140965569428813
1218,0.0517065637335401
1219,0.169104808493539
1220,0.100743693079304
1221,-0.0388603186537947
1222,-0.0639740683893906
1223,0.113188589770389
1224,0.0896878046913942
1225,0.0495164534768207
1226,-0.0185365078013017
1227,0.0715139408931765
1228,0.185748734542054
1229,0.0844026655286438
1230,0.122274728437226
1231,0.118981900003858
1232,0.196292097554874
1233,0.17553229292335
1234,0.0516197624189963
1235,0.24183675610777
1236,0.0557430215549422
1237,0.161977596743494
1238,0.161747799051907
1239,-0.000674821576435327
1240,0.0652209519128939
1241,0.149539416388974
1242,0.126584946525541
1243,0.137358598712892
1244,0.255496698824367
1245,0.0361004023611475
1246,0.108285606816386
1247,0.137907346479025
1248,-0.146277272920421
1249,0.0440831424197883
1250,0.0583502950786008
1251,0.1867530601167
1252,0.0268648213774901
1253,0.174166170326262
1254,-0.0196915282673363
1255,0.131553135833976
1256,0.148378445223534
1257,0.029751142689958
1258,0.0930128336016459
1259,0.0376436620169925
1260,0.131400763317842
1261,0.147930491510668
1262,0.235318384544657
1263,0.0876174416849548
1264,0.116135893214113
1265,0.188060532485493
1266,0.196466056428575
1267,0.0744278654209023
1268,0.0799713520776673
1269,0.0486973032758342
1270,0.193635686829359
1271,0.182907285411597
1272,-0.118379706068766
1273,0.0669970078242326
1274,0.267236411418964
1275,0.0788289902124228
1276,0.202286047694625
1277,-0.0583647157007606
